XLabel,Wavenumber
YLabel,%Transmittance
FileType,%Transmittance
DisplayDirection,20300
PeakDirection,20311
648.562854,1.568616
649.045057,0.978303
649.527260,0.243390
650.009463,0.257633
650.491666,0.062558
650.973869,0.000001
651.456071,0.378377
651.938274,0.820264
652.420477,0.299413
652.902680,0.000001
653.384883,0.000001
653.867086,0.000001
654.349289,0.491185
654.831491,0.411038
655.313694,0.244904
655.795897,0.728056
656.278100,0.769311
656.760303,0.764348
657.242506,0.243833
657.724709,0.000001
658.206912,0.323942
658.689114,1.325315
659.171317,1.281696
659.653520,0.000001
660.135723,0.000001
660.617926,0.000001
661.100129,0.000001
661.582332,0.252188
662.064534,0.861325
662.546737,0.291935
663.028940,0.000001
663.511143,0.000001
663.993346,0.000001
664.475549,0.000001
664.957752,0.000001
665.439955,0.000001
665.922157,0.000001
666.404360,0.377849
666.886563,0.796649
667.368766,1.699416
667.850969,11.204633
668.333172,35.284425
668.815375,7.180725
669.297577,2.891463
669.779780,1.418013
670.261983,0.987283
670.744186,0.726798
671.226389,0.000001
671.708592,0.000001
672.190795,0.000001
672.672998,0.000001
673.155200,0.000001
673.637403,0.000001
674.119606,0.000001
674.601809,0.114684
675.084012,0.000001
675.566215,0.000001
676.048418,0.000001
676.530620,0.000001
677.012823,0.572293
677.495026,0.265412
677.977229,0.000001
678.459432,0.012902
678.941635,0.210633
679.423838,0.000001
679.906040,0.000001
680.388243,0.000001
680.870446,0.000001
681.352649,0.000001
681.834852,0.000001
682.317055,0.000001
682.799258,0.000001
683.281461,0.000001
683.763663,1.296173
684.245866,1.333382
684.728069,0.105901
685.210272,0.418648
685.692475,1.280967
686.174678,0.869420
686.656881,0.433142
687.139083,0.442062
687.621286,0.652950
688.103489,0.736061
688.585692,0.553808
689.067895,0.711962
689.550098,0.516833
690.032301,0.079492
690.514504,0.217675
690.996706,0.451943
691.478909,0.595178
691.961112,0.614350
692.443315,0.503971
692.925518,0.160293
693.407721,0.000001
693.889924,0.366285
694.372126,0.447974
694.854329,0.004164
695.336532,0.000001
695.818735,0.000001
696.300938,0.000001
696.783141,0.000001
697.265344,0.000001
697.747547,0.000001
698.229749,0.000001
698.711952,0.000001
699.194155,0.480677
699.676358,0.194819
700.158561,0.000001
700.640764,0.000001
701.122967,0.000001
701.605169,0.000001
702.087372,0.000001
702.569575,0.000001
703.051778,0.000001
703.533981,0.000001
704.016184,0.026145
704.498387,0.000001
704.980590,0.000001
705.462792,0.432994
705.944995,1.194912
706.427198,0.833470
706.909401,0.305994
707.391604,0.147061
707.873807,0.146653
708.356010,0.107528
708.838212,0.000001
709.320415,0.000001
709.802618,0.000001
710.284821,0.000001
710.767024,0.000001
711.249227,0.000001
711.731430,0.142644
712.213632,0.247927
712.695835,0.230263
713.178038,0.196524
713.660241,0.401410
714.142444,0.154393
714.624647,0.000001
715.106850,0.000001
715.589053,0.000001
716.071255,0.366324
716.553458,0.000001
717.035661,0.000001
717.517864,0.052146
718.000067,0.000001
718.482270,0.000001
718.964473,0.325364
719.446675,0.844547
719.928878,0.673926
720.411081,0.728057
720.893284,0.488555
721.375487,0.334291
721.857690,0.371976
722.339893,0.000001
722.822096,0.000001
723.304298,0.000001
723.786501,0.000001
724.268704,0.106684
724.750907,0.443105
725.233110,0.674194
725.715313,0.425713
726.197516,0.346591
726.679718,1.002147
727.161921,0.993575
727.644124,0.529427
728.126327,0.756600
728.608530,0.810098
729.090733,0.110815
729.572936,0.000001
730.055139,0.000001
730.537341,0.000001
731.019544,0.000001
731.501747,0.000001
731.983950,0.000001
732.466153,0.000001
732.948356,0.000001
733.430559,0.000001
733.912761,0.000001
734.394964,0.000001
734.877167,0.000001
735.359370,0.000001
735.841573,0.084709
736.323776,0.000001
736.805979,0.000001
737.288182,0.128991
737.770384,0.000001
738.252587,0.000001
738.734790,0.000001
739.216993,0.000001
739.699196,0.000001
740.181399,0.000001
740.663602,0.000001
741.145804,0.000001
741.628007,0.008015
742.110210,0.000001
742.592413,0.000001
743.074616,0.000001
743.556819,0.000001
744.039022,0.000001
744.521224,0.000001
745.003427,0.000001
745.485630,0.000001
745.967833,0.000001
746.450036,0.000001
746.932239,0.000001
747.414442,0.000001
747.896645,0.191548
748.378847,0.000001
748.861050,0.060888
749.343253,0.295446
749.825456,0.154893
750.307659,0.000001
750.789862,0.028505
751.272065,0.352400
751.754267,0.135157
752.236470,0.000001
752.718673,0.004453
753.200876,0.227683
753.683079,0.291141
754.165282,0.427810
754.647485,0.575602
755.129688,0.447790
755.611890,0.167707
756.094093,0.009785
756.576296,0.253159
757.058499,0.116688
757.540702,0.000001
758.022905,0.225884
758.505108,0.566340
758.987310,0.425624
759.469513,0.000001
759.951716,0.000001
760.433919,0.000001
760.916122,0.000001
761.398325,0.000001
761.880528,0.000001
762.362731,0.000001
762.844933,0.000001
763.327136,0.313104
763.809339,0.658350
764.291542,0.518714
764.773745,0.000001
765.255948,0.000001
765.738151,0.041844
766.220353,0.059715
766.702556,0.000001
767.184759,0.000001
767.666962,0.000001
768.149165,0.085243
768.631368,0.148753
769.113571,0.000001
769.595773,0.000001
770.077976,0.053770
770.560179,0.082309
771.042382,0.000001
771.524585,0.000001
772.006788,0.000001
772.488991,0.000001
772.971194,0.549438
773.453396,0.806034
773.935599,0.576464
774.417802,0.592139
774.900005,0.148628
775.382208,0.114957
775.864411,0.154342
776.346614,0.000001
776.828816,0.161547
777.311019,0.103078
777.793222,0.052313
778.275425,0.076733
778.757628,0.000001
779.239831,0.000001
779.722034,0.000001
780.204237,0.000001
780.686439,0.268155
781.168642,0.264956
781.650845,0.000001
782.133048,0.000001
782.615251,0.000001
783.097454,0.000001
783.579657,0.174010
784.061859,0.174482
784.544062,0.103245
785.026265,0.217103
785.508468,0.019923
785.990671,0.000001
786.472874,0.000001
786.955077,0.286577
787.437280,0.620052
787.919482,0.189002
788.401685,0.000001
788.883888,0.000001
789.366091,0.323804
789.848294,0.017978
790.330497,0.000001
790.812700,0.000001
791.294902,0.000001
791.777105,0.000001
792.259308,0.000001
792.741511,0.542109
793.223714,0.540468
793.705917,0.210736
794.188120,0.060091
794.670323,0.046500
795.152525,0.000001
795.634728,0.415564
796.116931,0.594944
796.599134,0.178298
797.081337,0.099492
797.563540,0.000001
798.045743,0.000001
798.527945,0.000001
799.010148,0.267762
799.492351,0.514401
799.974554,0.000001
800.456757,0.000001
800.938960,0.096878
801.421163,0.191182
801.903365,0.000001
802.385568,0.000001
802.867771,0.534073
803.349974,0.948323
803.832177,0.625436
804.314380,0.000842
804.796583,0.000001
805.278786,0.000001
805.760988,0.000001
806.243191,0.198037
806.725394,0.465387
807.207597,0.088521
807.689800,0.000001
808.172003,0.000001
808.654206,0.000001
809.136408,0.000001
809.618611,0.000001
810.100814,0.000001
810.583017,0.000001
811.065220,0.311404
811.547423,0.283291
812.029626,0.298118
812.511829,0.346466
812.994031,0.322413
813.476234,0.216783
813.958437,0.000001
814.440640,0.000001
814.922843,0.000001
815.405046,0.000001
815.887249,0.020321
816.369451,0.414115
816.851654,0.680426
817.333857,0.084554
817.816060,0.000001
818.298263,0.000001
818.780466,0.000001
819.262669,0.090951
819.744872,0.380209
820.227074,0.096664
820.709277,0.000001
821.191480,0.000001
821.673683,0.000001
822.155886,0.000001
822.638089,0.394480
823.120292,0.955947
823.602494,0.986437
824.084697,0.773006
824.566900,0.619144
825.049103,0.674643
825.531306,0.457374
826.013509,0.315511
826.495712,0.000001
826.977915,0.000001
827.460117,0.000001
827.942320,0.639808
828.424523,1.003761
828.906726,0.606153
829.388929,0.137396
829.871132,0.000001
830.353335,0.000001
830.835537,0.000001
831.317740,0.442824
831.799943,0.726689
832.282146,0.212502
832.764349,0.005037
833.246552,0.246291
833.728755,0.000001
834.210957,0.000001
834.693160,0.000001
835.175363,0.186835
835.657566,0.266202
836.139769,0.000001
836.621972,0.000001
837.104175,0.000001
837.586378,0.000001
838.068580,0.141894
838.550783,0.101767
839.032986,0.000001
839.515189,0.000001
839.997392,0.000001
840.479595,0.000001
840.961798,0.000001
841.444000,0.000001
841.926203,0.000001
842.408406,0.000001
842.890609,0.000001
843.372812,0.000001
843.855015,0.000001
844.337218,0.000001
844.819421,0.000001
845.301623,0.000001
845.783826,0.000001
846.266029,0.191846
846.748232,0.452318
847.230435,0.197721
847.712638,0.000001
848.194841,0.000001
848.677043,0.000001
849.159246,0.120285
849.641449,0.198288
850.123652,0.000001
850.605855,0.000001
851.088058,0.000001
851.570261,0.390570
852.052464,0.756418
852.534666,0.605633
853.016869,0.116683
853.499072,0.000001
853.981275,0.000001
854.463478,0.000001
854.945681,0.000001
855.427884,0.321160
855.910086,0.420224
856.392289,0.000001
856.874492,0.000001
857.356695,0.000001
857.838898,0.000001
858.321101,0.000001
858.803304,0.000001
859.285507,0.000001
859.767709,0.181297
860.249912,0.869959
860.732115,0.788672
861.214318,0.270590
861.696521,0.000001
862.178724,0.000001
862.660927,0.292602
863.143129,0.674006
863.625332,0.437583
864.107535,0.000001
864.589738,0.000001
865.071941,0.000001
865.554144,0.000001
866.036347,0.341596
866.518549,0.407510
867.000752,0.009675
867.482955,0.000001
867.965158,0.000001
868.447361,0.000001
868.929564,0.000001
869.411767,0.000001
869.893970,0.000001
870.376172,0.059554
870.858375,0.254668
871.340578,0.215513
871.822781,0.150131
872.304984,0.000001
872.787187,0.000001
873.269390,0.000001
873.751592,0.000001
874.233795,0.138741
874.715998,0.104067
875.198201,0.216387
875.680404,0.158719
876.162607,0.013073
876.644810,0.592115
877.127013,0.985255
877.609215,0.740701
878.091418,0.853756
878.573621,0.552164
879.055824,0.000001
879.538027,0.000001
880.020230,0.020497
880.502433,0.000001
880.984635,0.301379
881.466838,0.322179
881.949041,0.113225
882.431244,0.013726
882.913447,0.000001
883.395650,0.000001
883.877853,0.000001
884.360056,0.000001
884.842258,0.000001
885.324461,0.538624
885.806664,0.544965
886.288867,0.134790
886.771070,0.530311
887.253273,0.882015
887.735476,0.416000
888.217678,0.000001
888.699881,0.000001
889.182084,0.000001
889.664287,0.153504
890.146490,0.161662
890.628693,0.150585
891.110896,0.000001
891.593098,0.259967
892.075301,0.241399
892.557504,0.000001
893.039707,0.000001
893.521910,0.000001
894.004113,0.551909
894.486316,0.465894
894.968519,0.218269
895.450721,0.075237
895.932924,0.000001
896.415127,0.000001
896.897330,0.000001
897.379533,0.000001
897.861736,0.000001
898.343939,0.000001
898.826141,0.000001
899.308344,0.000001
899.790547,0.337284
900.272750,0.522992
900.754953,0.012532
901.237156,0.000001
901.719359,0.000001
902.201562,0.000001
902.683764,0.000001
903.165967,0.000001
903.648170,0.000001
904.130373,0.000001
904.612576,0.000001
905.094779,0.088993
905.576982,0.133679
906.059184,0.000001
906.541387,0.000001
907.023590,0.202506
907.505793,0.313863
907.987996,0.119635
908.470199,0.533470
908.952402,0.741361
909.434605,0.399039
909.916807,0.330733
910.399010,0.357570
910.881213,0.094730
911.363416,0.041304
911.845619,0.247534
912.327822,0.075811
912.810025,0.000001
913.292227,0.000001
913.774430,0.000001
914.256633,0.000001
914.738836,0.000001
915.221039,0.000001
915.703242,0.311055
916.185445,0.304572
916.667648,0.205079
917.149850,0.089762
917.632053,0.000001
918.114256,0.000001
918.596459,0.000001
919.078662,0.000001
919.560865,0.000001
920.043068,0.000001
920.525270,0.096221
921.007473,0.000001
921.489676,0.000001
921.971879,0.000001
922.454082,0.038260
922.936285,0.148696
923.418488,0.000001
923.900690,0.000001
924.382893,0.000001
924.865096,0.000001
925.347299,0.000001
925.829502,0.046859
926.311705,0.145379
926.793908,0.350829
927.276111,0.085598
927.758313,0.000001
928.240516,0.000001
928.722719,0.000001
929.204922,0.020073
929.687125,0.000001
930.169328,0.000001
930.651531,0.100085
931.133733,0.000001
931.615936,0.126326
932.098139,0.370472
932.580342,0.400438
933.062545,0.094627
933.544748,0.000001
934.026951,0.035764
934.509154,0.067684
934.991356,0.094679
935.473559,0.203910
935.955762,0.210138
936.437965,0.011692
936.920168,0.044556
937.402371,0.163038
937.884574,0.044203
938.366776,0.078868
938.848979,0.010338
939.331182,0.000001
939.813385,0.000001
940.295588,0.000001
940.777791,0.000001
941.259994,0.000001
941.742197,0.214283
942.224399,0.054517
942.706602,0.000001
943.188805,0.000001
943.671008,0.000001
944.153211,0.000001
944.635414,0.000001
945.117617,0.000001
945.599819,0.058503
946.082022,0.211334
946.564225,0.482773
947.046428,0.407589
947.528631,0.300385
948.010834,0.000001
948.493037,0.000001
948.975240,0.000001
949.457442,0.000001
949.939645,0.018344
950.421848,0.248537
950.904051,0.133369
951.386254,0.000001
951.868457,0.000001
952.350660,0.023279
952.832862,0.102058
953.315065,0.280279
953.797268,0.224844
954.279471,0.000001
954.761674,0.000001
955.243877,0.000001
955.726080,0.000001
956.208282,0.088865
956.690485,0.155753
957.172688,0.106393
957.654891,0.022289
958.137094,0.000001
958.619297,0.037618
959.101500,0.217852
959.583703,0.264264
960.065905,0.175211
960.548108,0.124435
961.030311,0.000001
961.512514,0.000001
961.994717,0.000001
962.476920,0.063436
962.959123,0.254705
963.441325,0.444414
963.923528,0.324227
964.405731,0.020945
964.887934,0.177235
965.370137,0.304753
965.852340,0.139871
966.334543,0.000001
966.816746,0.000001
967.298948,0.158437
967.781151,0.166677
968.263354,0.000001
968.745557,0.000001
969.227760,0.301437
969.709963,0.147358
970.192166,0.000001
970.674368,0.000001
971.156571,0.000001
971.638774,0.000001
972.120977,0.000001
972.603180,0.000001
973.085383,0.000001
973.567586,0.000001
974.049789,0.074562
974.531991,0.000001
975.014194,0.000001
975.496397,0.084007
975.978600,0.194137
976.460803,0.000001
976.943006,0.000001
977.425209,0.000001
977.907411,0.000001
978.389614,0.000001
978.871817,0.092343
979.354020,0.026423
979.836223,0.000001
980.318426,0.097039
980.800629,0.153543
981.282831,0.142035
981.765034,0.000001
982.247237,0.000001
982.729440,0.000001
983.211643,0.000001
983.693846,0.000001
984.176049,0.000001
984.658252,0.208296
985.140454,0.662908
985.622657,0.388834
986.104860,0.344451
986.587063,0.443534
987.069266,0.195094
987.551469,0.149213
988.033672,0.000001
988.515874,0.000001
988.998077,0.000001
989.480280,0.014665
989.962483,0.546334
990.444686,0.433392
990.926889,0.328374
991.409092,0.498101
991.891295,0.086302
992.373497,0.000001
992.855700,0.000001
993.337903,0.000001
993.820106,0.000001
994.302309,0.002861
994.784512,0.210210
995.266715,0.102217
995.748917,0.000001
996.231120,0.000001
996.713323,0.000001
997.195526,0.000001
997.677729,0.000001
998.159932,0.000001
998.642135,0.419741
999.124338,0.781269
999.606540,0.403909
1000.088743,0.000001
1000.570946,0.000001
1001.053149,0.000001
1001.535352,0.000001
1002.017555,0.072694
1002.499758,0.000001
1002.981960,0.000001
1003.464163,0.000001
1003.946366,0.010372
1004.428569,0.200475
1004.910772,0.000001
1005.392975,0.000001
1005.875178,0.071373
1006.357381,0.017029
1006.839583,0.093254
1007.321786,0.047564
1007.803989,0.080034
1008.286192,0.360289
1008.768395,0.321614
1009.250598,0.168034
1009.732801,0.183330
1010.215003,0.179121
1010.697206,0.160365
1011.179409,0.126858
1011.661612,0.095376
1012.143815,0.241825
1012.626018,0.226855
1013.108221,0.000001
1013.590423,0.016304
1014.072626,0.311726
1014.554829,0.118915
1015.037032,0.000001
1015.519235,0.000001
1016.001438,0.000001
1016.483641,0.000001
1016.965844,0.000001
1017.448046,0.000001
1017.930249,0.065780
1018.412452,0.051847
1018.894655,0.228855
1019.376858,0.078274
1019.859061,0.000001
1020.341264,0.000001
1020.823466,0.000001
1021.305669,0.000001
1021.787872,0.000001
1022.270075,0.000001
1022.752278,0.000001
1023.234481,0.000001
1023.716684,0.230968
1024.198887,0.068718
1024.681089,0.000001
1025.163292,0.000001
1025.645495,0.000001
1026.127698,0.096486
1026.609901,0.278849
1027.092104,0.167527
1027.574307,0.026638
1028.056509,0.040722
1028.538712,0.000001
1029.020915,0.000001
1029.503118,0.000001
1029.985321,0.346662
1030.467524,0.522337
1030.949727,0.347031
1031.431930,0.320688
1031.914132,0.111788
1032.396335,0.000001
1032.878538,0.042136
1033.360741,0.369031
1033.842944,0.275963
1034.325147,0.170052
1034.807350,0.052781
1035.289552,0.001545
1035.771755,0.292166
1036.253958,0.323610
1036.736161,0.024608
1037.218364,0.000001
1037.700567,0.000001
1038.182770,0.000001
1038.664973,0.103989
1039.147175,0.000001
1039.629378,0.000001
1040.111581,0.000001
1040.593784,0.000001
1041.075987,0.028502
1041.558190,0.000001
1042.040393,0.075825
1042.522595,0.113848
1043.004798,0.000001
1043.487001,0.000001
1043.969204,0.000001
1044.451407,0.000001
1044.933610,0.265940
1045.415813,0.289033
1045.898015,0.130316
1046.380218,0.000001
1046.862421,0.138268
1047.344624,0.208069
1047.826827,0.000001
1048.309030,0.000001
1048.791233,0.000001
1049.273436,0.000001
1049.755638,0.373819
1050.237841,0.358495
1050.720044,0.000001
1051.202247,0.000001
1051.684450,0.000001
1052.166653,0.000001
1052.648856,0.000001
1053.131058,0.016267
1053.613261,0.228949
1054.095464,0.235422
1054.577667,0.212676
1055.059870,0.104310
1055.542073,0.000001
1056.024276,0.000001
1056.506479,0.000001
1056.988681,0.000001
1057.470884,0.073977
1057.953087,0.318637
1058.435290,0.064871
1058.917493,0.000001
1059.399696,0.024712
1059.881899,0.066639
1060.364101,0.000001
1060.846304,0.036722
1061.328507,0.361122
1061.810710,0.327830
1062.292913,0.257600
1062.775116,0.302379
1063.257319,0.463631
1063.739522,0.502482
1064.221724,0.320446
1064.703927,0.303233
1065.186130,0.390812
1065.668333,0.290014
1066.150536,0.033449
1066.632739,0.000001
1067.114942,0.000001
1067.597144,0.265731
1068.079347,0.231309
1068.561550,0.086842
1069.043753,0.078293
1069.525956,0.000001
1070.008159,0.000001
1070.490362,0.092160
1070.972564,0.000001
1071.454767,0.000001
1071.936970,0.000001
1072.419173,0.237809
1072.901376,0.441698
1073.383579,0.410643
1073.865782,0.096379
1074.347985,0.000001
1074.830187,0.000001
1075.312390,0.286764
1075.794593,0.373995
1076.276796,0.106318
1076.758999,0.021778
1077.241202,0.093807
1077.723405,0.016676
1078.205607,0.000001
1078.687810,0.000001
1079.170013,0.000001
1079.652216,0.000001
1080.134419,0.000001
1080.616622,0.232100
1081.098825,0.089256
1081.581028,0.000001
1082.063230,0.000001
1082.545433,0.176072
1083.027636,0.000001
1083.509839,0.000001
1083.992042,0.000001
1084.474245,0.000001
1084.956448,0.000001
1085.438650,0.119604
1085.920853,0.099590
1086.403056,0.000001
1086.885259,0.000001
1087.367462,0.000001
1087.849665,0.154798
1088.331868,0.321098
1088.814071,0.054154
1089.296273,0.000001
1089.778476,0.168570
1090.260679,0.515134
1090.742882,0.329431
1091.225085,0.000001
1091.707288,0.000001
1092.189491,0.010060
1092.671693,0.158407
1093.153896,0.000001
1093.636099,0.000001
1094.118302,0.000001
1094.600505,0.339712
1095.082708,0.221895
1095.564911,0.158215
1096.047114,0.160961
1096.529316,0.038901
1097.011519,0.170783
1097.493722,0.159117
1097.975925,0.164093
1098.458128,0.230726
1098.940331,0.163978
1099.422534,0.000001
1099.904736,0.000001
1100.386939,0.000001
1100.869142,0.071152
1101.351345,0.014079
1101.833548,0.155953
1102.315751,0.409917
1102.797954,0.188094
1103.280156,0.000001
1103.762359,0.000001
1104.244562,0.041896
1104.726765,0.331519
1105.208968,0.507400
1105.691171,0.193785
1106.173374,0.000001
1106.655577,0.000001
1107.137779,0.000001
1107.619982,0.082343
1108.102185,0.000001
1108.584388,0.177333
1109.066591,0.257498
1109.548794,0.000001
1110.030997,0.000001
1110.513199,0.191408
1110.995402,0.146757
1111.477605,0.143137
1111.959808,0.224712
1112.442011,0.150903
1112.924214,0.000001
1113.406417,0.000001
1113.888620,0.154774
1114.370822,0.211696
1114.853025,0.036290
1115.335228,0.000001
1115.817431,0.197104
1116.299634,0.206752
1116.781837,0.000001
1117.264040,0.000001
1117.746242,0.000001
1118.228445,0.201753
1118.710648,0.251504
1119.192851,0.164870
1119.675054,0.000001
1120.157257,0.000001
1120.639460,0.050133
1121.121663,0.160676
1121.603865,0.241190
1122.086068,0.000001
1122.568271,0.000001
1123.050474,0.108662
1123.532677,0.000001
1124.014880,0.000001
1124.497083,0.000001
1124.979285,0.000001
1125.461488,0.000001
1125.943691,0.000001
1126.425894,0.001537
1126.908097,0.000001
1127.390300,0.150116
1127.872503,0.291110
1128.354706,0.093127
1128.836908,0.026162
1129.319111,0.339541
1129.801314,0.230922
1130.283517,0.000001
1130.765720,0.000001
1131.247923,0.000001
1131.730126,0.106580
1132.212328,0.215550
1132.694531,0.312416
1133.176734,0.000001
1133.658937,0.000001
1134.141140,0.000001
1134.623343,0.000001
1135.105546,0.000001
1135.587748,0.000001
1136.069951,0.000001
1136.552154,0.000001
1137.034357,0.000001
1137.516560,0.000001
1137.998763,0.214040
1138.480966,0.414930
1138.963169,0.359457
1139.445371,0.089425
1139.927574,0.000001
1140.409777,0.000001
1140.891980,0.000001
1141.374183,0.007063
1141.856386,0.000001
1142.338589,0.172700
1142.820791,0.499957
1143.302994,0.314473
1143.785197,0.032755
1144.267400,0.000001
1144.749603,0.000001
1145.231806,0.000001
1145.714009,0.060928
1146.196212,0.000001
1146.678414,0.000001
1147.160617,0.019720
1147.642820,0.335889
1148.125023,0.265498
1148.607226,0.000001
1149.089429,0.000001
1149.571632,0.000001
1150.053834,0.000001
1150.536037,0.000001
