in s,C1 in V,C4 in V
-5.1400392E-03,2.090718934828E+01,-2.25995463445E+00
-5.1398560E-03,2.093717942996E+01,-2.32487517535E+00
-5.1396728E-03,2.091890748175E+01,-2.29823274896E+00
-5.1394896E-03,2.092915863780E+01,-2.28696337328E+00
-5.1393064E-03,2.093097738041E+01,-2.31043667193E+00
-5.1391232E-03,2.092310276864E+01,-2.32253851029E+00
-5.1389400E-03,2.091461141178E+01,-2.29371952484E+00
-5.1387568E-03,2.091331099676E+01,-2.30730041987E+00
-5.1385736E-03,2.090185322849E+01,-2.27709950306E+00
-5.1383904E-03,2.093317193029E+01,-2.35192305301E+00
-5.1382072E-03,2.090266804727E+01,-2.33059272761E+00
-5.1380240E-03,2.091474203443E+01,-2.27405484659E+00
-5.1378408E-03,2.092467233123E+01,-2.28915100344E+00
-5.1376576E-03,2.093483980330E+01,-2.32292826879E+00
-5.1374744E-03,2.093697442258E+01,-2.34019142701E+00
-5.1372912E-03,2.093017916245E+01,-2.28685964723E+00
-5.1371080E-03,2.091902177831E+01,-2.35587555110E+00
-5.1369248E-03,2.090406183669E+01,-2.34372817106E+00
-5.1367416E-03,2.092602575714E+01,-2.32279196973E+00
-5.1365584E-03,2.093372315684E+01,-2.28387598074E+00
-5.1363752E-03,2.092475127013E+01,-2.30427491372E+00
-5.1361920E-03,2.093415084345E+01,-2.35829029591E+00
-5.1360088E-03,2.091588949835E+01,-2.27914724858E+00
-5.1358256E-03,2.090277453003E+01,-2.29341001143E+00
-5.1356424E-03,2.091823122514E+01,-2.31986824549E+00
-5.1354592E-03,2.093791330749E+01,-2.30495072794E+00
-5.1352760E-03,2.092813028073E+01,-2.31183563485E+00
-5.1350928E-03,2.090655424682E+01,-2.31159328143E+00
-5.1349096E-03,2.091627582492E+01,-2.27589838798E+00
-5.1347264E-03,2.092308891522E+01,-2.32022019229E+00
-5.1345432E-03,2.092072940482E+01,-2.32748264573E+00
-5.1343600E-03,2.090572829409E+01,-2.35722700492E+00
-5.1341768E-03,2.090662639173E+01,-2.31445121937E+00
-5.1339936E-03,2.090794136332E+01,-2.29141786587E+00
-5.1338104E-03,2.091522980066E+01,-2.36024332591E+00
-5.1336272E-03,2.093222620482E+01,-2.34219439919E+00
-5.1334440E-03,2.090823759375E+01,-2.29893093822E+00
-5.1332608E-03,2.091965301013E+01,-2.32230469012E+00
-5.1330776E-03,2.091643710671E+01,-2.26485929345E+00
-5.1328944E-03,2.090534309907E+01,-2.32572837160E+00
-5.1327112E-03,2.091018720115E+01,-2.33830951513E+00
-5.1325280E-03,2.090910653168E+01,-2.31404256667E+00
-5.1323448E-03,2.091423708530E+01,-2.29601168432E+00
-5.1321616E-03,2.089578752922E+01,-2.28598855794E+00
-5.1319784E-03,2.089644427462E+01,-2.30560378297E+00
-5.1317952E-03,2.090353292463E+01,-2.29395005046E+00
-5.1316120E-03,2.091183670847E+01,-2.29285939024E+00
-5.1314288E-03,2.090812290603E+01,-2.33389061070E+00
-5.1312456E-03,2.090674229482E+01,-2.32072241963E+00
-5.1310624E-03,2.091334476652E+01,-2.28925832673E+00
-5.1308792E-03,2.091596404141E+01,-2.25384404077E+00
-5.1306960E-03,2.091782005554E+01,-2.31437455988E+00
-5.1305128E-03,2.091189159596E+01,-2.30671480424E+00
-5.1303296E-03,2.090839275675E+01,-2.29944629720E+00
-5.1301464E-03,2.090647444645E+01,-2.29681796520E+00
-5.1299632E-03,2.090277616451E+01,-2.28045005244E+00
-5.1297800E-03,2.090982699351E+01,-2.29220994408E+00
-5.1295968E-03,2.090249411812E+01,-2.32075919523E+00
-5.1294136E-03,2.092695624152E+01,-2.32816093960E+00
-5.1292304E-03,2.092370416088E+01,-2.31308652912E+00
-5.1290472E-03,2.093874910897E+01,-2.35527142542E+00
-5.1288640E-03,2.091746356854E+01,-2.31393690812E+00
-5.1286808E-03,2.090688883843E+01,-2.29068966475E+00
-5.1284976E-03,2.090674202940E+01,-2.28196998253E+00
-5.1283144E-03,2.092356926812E+01,-2.32285773274E+00
-5.1281312E-03,2.090645465584E+01,-2.28046125160E+00
-5.1279480E-03,2.088763884785E+01,-2.31882441915E+00
-5.1277648E-03,2.089640900543E+01,-2.24919976792E+00
-5.1275816E-03,2.091882499916E+01,-2.30774953854E+00
-5.1273984E-03,2.093092736373E+01,-2.29484134945E+00
-5.1272152E-03,2.088261448363E+01,-2.31514550871E+00
-5.1270320E-03,2.091195696084E+01,-2.31513811634E+00
-5.1268488E-03,2.091242628222E+01,-2.34083706639E+00
-5.1266656E-03,2.090389048265E+01,-2.31653319099E+00
-5.1264824E-03,2.089122598110E+01,-2.33674847879E+00
-5.1262992E-03,2.089546400638E+01,-2.31343993112E+00
-5.1261160E-03,2.091068134693E+01,-2.30856977762E+00
-5.1259328E-03,2.093579256026E+01,-2.27449574633E+00
-5.1257496E-03,2.090224053295E+01,-2.29402109873E+00
-5.1255664E-03,2.094315367801E+01,-2.28598024589E+00
-5.1253832E-03,2.091401786128E+01,-2.29624542301E+00
-5.1252000E-03,2.091096558193E+01,-2.27488333951E+00
-5.1250168E-03,2.088830362590E+01,-2.32312343908E+00
-5.1248336E-03,2.091627888897E+01,-2.27233795342E+00
-5.1246504E-03,2.090141051965E+01,-2.28244669163E+00
-5.1244672E-03,2.090970316952E+01,-2.33086530245E+00
-5.1242840E-03,2.089915359909E+01,-2.31527994513E+00
-5.1241008E-03,2.092355924243E+01,-2.27567189033E+00
-5.1239176E-03,2.089723645294E+01,-2.31701566265E+00
-5.1237344E-03,2.090490925642E+01,-2.30526712150E+00
-5.1235512E-03,2.091246891817E+01,-2.30601767437E+00
-5.1233680E-03,2.091050725481E+01,-2.33309693760E+00
-5.1231848E-03,2.089624459440E+01,-2.31125511820E+00
-5.1230016E-03,2.090729905343E+01,-2.30501183434E+00
-5.1228184E-03,2.089400230026E+01,-2.34545851019E+00
-5.1226352E-03,2.090487942616E+01,-2.26376858666E+00
-5.1224520E-03,2.091685194107E+01,-2.36857660240E+00
-5.1222688E-03,2.089769786740E+01,-2.31305543459E+00
-5.1220856E-03,2.091170959225E+01,-2.24462378430E+00
-5.1219024E-03,2.091833775448E+01,-2.34663027697E+00
-5.1217192E-03,2.089727932172E+01,-2.27006125390E+00
-5.1215360E-03,2.091028556278E+01,-2.27133642077E+00
-5.1213528E-03,2.087863521235E+01,-2.32644731770E+00
-5.1211696E-03,2.092895813337E+01,-2.34394237525E+00
-5.1209864E-03,2.090598294096E+01,-2.31661149194E+00
-5.1208032E-03,2.090016894558E+01,-2.30291758091E+00
-5.1206200E-03,2.092415575920E+01,-2.27043884699E+00
-5.1204368E-03,2.091261503803E+01,-2.26735765939E+00
-5.1202536E-03,2.089337538047E+01,-2.27536851200E+00
-5.1200704E-03,2.091974258939E+01,-2.28240882172E+00
-5.1198872E-03,2.089489681231E+01,-2.32051833193E+00
-5.1197040E-03,2.091826537209E+01,-2.28102281583E+00
-5.1195208E-03,2.090266762352E+01,-2.32509807576E+00
-5.1193376E-03,2.091461410796E+01,-2.30147765144E+00
-5.1191544E-03,2.088544687307E+01,-2.31697960882E+00
-5.1189712E-03,2.090886445301E+01,-2.29763237187E+00
-5.1187880E-03,2.087836836515E+01,-2.30671545616E+00
-5.1186048E-03,2.090789208239E+01,-2.31905784351E+00
-5.1184216E-03,2.090056726759E+01,-2.29632204757E+00
-5.1182384E-03,2.089868147442E+01,-2.32546761292E+00
-5.1180552E-03,2.089639877019E+01,-2.31344841779E+00
-5.1178720E-03,2.089364548264E+01,-2.25316843609E+00
-5.1176888E-03,2.089941110047E+01,-2.28127034972E+00
-5.1175056E-03,2.091759228664E+01,-2.23919302118E+00
-5.1173224E-03,2.090791426184E+01,-2.32220861255E+00
-5.1171392E-03,2.091503746392E+01,-2.27370754476E+00
-5.1169560E-03,2.090489652989E+01,-2.34096564711E+00
-5.1167728E-03,2.088570957588E+01,-2.29822050207E+00
-5.1165896E-03,2.091878200000E+01,-2.27898192718E+00
-5.1164064E-03,2.090178387290E+01,-2.26622009543E+00
-5.1162232E-03,2.089791837664E+01,-2.31514883819E+00
-5.1160400E-03,2.090281478180E+01,-2.31650748649E+00
-5.1158568E-03,2.091613066899E+01,-2.29178003394E+00
-5.1156736E-03,2.089053886993E+01,-2.26580252531E+00
-5.1154904E-03,2.091545532508E+01,-2.32091371329E+00
-5.1153072E-03,2.089650798639E+01,-2.35217747870E+00
-5.1151240E-03,2.090611070445E+01,-2.30914018941E+00
-5.1149408E-03,2.092235854412E+01,-2.26964842188E+00
-5.1147576E-03,2.089150720792E+01,-2.30032325382E+00
-5.1145744E-03,2.090436398102E+01,-2.29225456608E+00
-5.1143912E-03,2.090413194200E+01,-2.25779438517E+00
-5.1142080E-03,2.090459411083E+01,-2.28549572532E+00
-5.1140248E-03,2.089720177049E+01,-2.28347774721E+00
-5.1138416E-03,2.090848874351E+01,-2.27246949109E+00
-5.1136584E-03,2.089890117807E+01,-2.29923102199E+00
-5.1134752E-03,2.090919939386E+01,-2.27730491790E+00
-5.1132920E-03,2.090086574717E+01,-2.30105288685E+00
-5.1131088E-03,2.089901760271E+01,-2.30511643351E+00
-5.1129256E-03,2.088893902073E+01,-2.29658337669E+00
-5.1127424E-03,2.091127201499E+01,-2.33772612303E+00
-5.1125592E-03,2.090744156906E+01,-2.28272764836E+00
-5.1123760E-03,2.090266166771E+01,-2.30750674275E+00
-5.1121928E-03,2.091541441673E+01,-2.30267397021E+00
-5.1120096E-03,2.090589613704E+01,-2.33230424239E+00
-5.1118264E-03,2.088494034069E+01,-2.31506103775E+00
-5.1116432E-03,2.090682310568E+01,-2.26400146387E+00
-5.1114600E-03,2.089976257229E+01,-2.34212460821E+00
-5.1112768E-03,2.092026099613E+01,-2.29921900793E+00
-5.1110936E-03,2.090114903221E+01,-2.33256410467E+00
-5.1109104E-03,2.088780605285E+01,-2.29060527529E+00
-5.1107272E-03,2.087652549198E+01,-2.29731392940E+00
-5.1105440E-03,2.090784522289E+01,-2.33295939290E+00
-5.1103608E-03,2.089930356065E+01,-2.29870226360E+00
-5.1101776E-03,2.090645940093E+01,-2.29312865888E+00
-5.1099944E-03,2.088764819833E+01,-2.32821258144E+00
-5.1098112E-03,2.087630152753E+01,-2.30357526927E+00
-5.1096280E-03,2.089391438341E+01,-2.29460081211E+00
-5.1094448E-03,2.089364884006E+01,-2.27463596859E+00
-5.1092616E-03,2.090295034977E+01,-2.33637548410E+00
-5.1090784E-03,2.089357915850E+01,-2.27969775335E+00
-5.1088952E-03,2.088716903752E+01,-2.27827825476E+00
-5.1087120E-03,2.090155393401E+01,-2.26230951850E+00
-5.1085288E-03,2.090304753328E+01,-2.35591409621E+00
-5.1083456E-03,2.090801551988E+01,-2.26278103548E+00
-5.1081624E-03,2.090114231272E+01,-2.29693814074E+00
-5.1079792E-03,2.089394411122E+01,-2.30406341036E+00
-5.1077960E-03,2.088081245361E+01,-2.30287639317E+00
-5.1076128E-03,2.089076377502E+01,-2.32074514390E+00
-5.1074296E-03,2.088125924164E+01,-2.26170301796E+00
-5.1072464E-03,2.088245478043E+01,-2.28811714225E+00
-5.1070632E-03,2.089317523925E+01,-2.32453211104E+00
-5.1068800E-03,2.090171420531E+01,-2.28060406991E+00
-5.1066968E-03,2.089770774873E+01,-2.34233316625E+00
-5.1065136E-03,2.089213524995E+01,-2.31038401728E+00
-5.1063304E-03,2.088837358685E+01,-2.27957966165E+00
-5.1061472E-03,2.090268313469E+01,-2.30403999924E+00
-5.1059640E-03,2.090498744560E+01,-2.29430999500E+00
-5.1057808E-03,2.088633398110E+01,-2.28020708202E+00
-5.1055976E-03,2.088130447598E+01,-2.28482460263E+00
-5.1054144E-03,2.090376557367E+01,-2.25785627156E+00
-5.1052312E-03,2.087991002066E+01,-2.24835758456E+00
-5.1050480E-03,2.089550477503E+01,-2.29249447477E+00
-5.1048648E-03,2.088565990379E+01,-2.29118898171E+00
-5.1046816E-03,2.088961716326E+01,-2.27156389630E+00
-5.1044984E-03,2.087668163287E+01,-2.26011988600E+00
-5.1043152E-03,2.088752484465E+01,-2.26038878211E+00
-5.1041320E-03,2.087922246711E+01,-2.24151064069E+00
-5.1039488E-03,2.089012336036E+01,-2.27174134818E+00
-5.1037656E-03,2.089783405470E+01,-2.31901464178E+00
-5.1035824E-03,2.088890439881E+01,-2.33116241763E+00
-5.1033992E-03,2.090574884838E+01,-2.27015104503E+00
-5.1032160E-03,2.089530500168E+01,-2.29789911429E+00
-5.1030328E-03,2.088359957146E+01,-2.32511212709E+00
-5.1028496E-03,2.089329843460E+01,-2.28661812036E+00
-5.1026664E-03,2.088252074601E+01,-2.24792845440E+00
-5.1024832E-03,2.088046188982E+01,-2.28487052848E+00
-5.1023000E-03,2.087400907235E+01,-2.31198390140E+00
-5.1021168E-03,2.088741052015E+01,-2.28368086866E+00
-5.1019336E-03,2.089838416832E+01,-2.26673451145E+00
-5.1017504E-03,2.087989887739E+01,-2.29253728068E+00
-5.1015672E-03,2.085945222111E+01,-2.29411004004E+00
-5.1013840E-03,2.090018370239E+01,-2.27674164237E+00
-5.1012008E-03,2.091487745339E+01,-2.33303917232E+00
-5.1010176E-03,2.090743613945E+01,-2.29830474020E+00
-5.1008344E-03,2.088960109795E+01,-2.28862361875E+00
-5.1006512E-03,2.089306192523E+01,-2.26173470621E+00
-5.1004680E-03,2.089361839047E+01,-2.29328927710E+00
-5.1002848E-03,2.087984405043E+01,-2.24504412510E+00
-5.1001016E-03,2.090269065978E+01,-2.29738323144E+00
-5.0999184E-03,2.087422435222E+01,-2.25950562055E+00
-5.0997352E-03,2.088310329294E+01,-2.29901758614E+00
-5.0995520E-03,2.087969731590E+01,-2.28920787233E+00
-5.0993688E-03,2.086979636041E+01,-2.30561387618E+00
-5.0991856E-03,2.087900377860E+01,-2.34566024630E+00
-5.0990024E-03,2.088588474369E+01,-2.30033097216E+00
-5.0988192E-03,2.089366546882E+01,-2.30686918260E+00
-5.0986360E-03,2.090132407429E+01,-2.28311838475E+00
-5.0984528E-03,2.088548577907E+01,-2.25449571046E+00
-5.0982696E-03,2.089099960452E+01,-2.35106159127E+00
-5.0980864E-03,2.089544570124E+01,-2.27977350480E+00
-5.0979032E-03,2.087653953632E+01,-2.28873247872E+00
-5.0977200E-03,2.087905422835E+01,-2.26258940422E+00
-5.0975368E-03,2.088339893198E+01,-2.32703721742E+00
-5.0973536E-03,2.086856631147E+01,-2.28945402089E+00
-5.0971704E-03,2.087829121439E+01,-2.28791172742E+00
-5.0969872E-03,2.090503225619E+01,-2.26894187401E+00
-5.0968040E-03,2.087663951846E+01,-2.33243130972E+00
-5.0966208E-03,2.089812156795E+01,-2.31804411053E+00
-5.0964376E-03,2.088448103568E+01,-2.26827522167E+00
-5.0962544E-03,2.087816880135E+01,-2.30158353117E+00
-5.0960712E-03,2.088929904675E+01,-2.27766700448E+00
-5.0958880E-03,2.088996296333E+01,-2.28754380844E+00
-5.0957048E-03,2.089254144629E+01,-2.30729898796E+00
-5.0955216E-03,2.089248775089E+01,-2.26776073580E+00
-5.0953384E-03,2.087839195555E+01,-2.30115025663E+00
-5.0951552E-03,2.090817392388E+01,-2.30642442950E+00
-5.0949720E-03,2.090025463192E+01,-2.31466852021E+00
-5.0947888E-03,2.087720018862E+01,-2.26185450922E+00
-5.0946056E-03,2.087788296914E+01,-2.29702269319E+00
-5.0944224E-03,2.090430352421E+01,-2.25451335902E+00
-5.0942392E-03,2.086747688292E+01,-2.25802780953E+00
-5.0940560E-03,2.089105700193E+01,-2.25736712930E+00
-5.0938728E-03,2.087488330485E+01,-2.29101495245E+00
-5.0936896E-03,2.092289522806E+01,-2.27465337268E+00
-5.0935064E-03,2.091293946425E+01,-2.27494838075E+00
-5.0933232E-03,2.090275629940E+01,-2.31465087165E+00
-5.0931400E-03,2.087891421797E+01,-2.31086738533E+00
-5.0929568E-03,2.087191630671E+01,-2.29800101263E+00
-5.0927736E-03,2.088713401513E+01,-2.27492788001E+00
-5.0925904E-03,2.088484090803E+01,-2.28752179430E+00
-5.0924072E-03,2.088355562700E+01,-2.24047455597E+00
-5.0922240E-03,2.090983776892E+01,-2.33103431421E+00
-5.0920408E-03,2.088074406194E+01,-2.29173767040E+00
-5.0918576E-03,2.088137029255E+01,-2.27424269435E+00
-5.0916744E-03,2.088570151063E+01,-2.29133259165E+00
-5.0914912E-03,2.089168064812E+01,-2.34333067094E+00
-5.0913080E-03,2.089321686005E+01,-2.30676747053E+00
-5.0911248E-03,2.089611590890E+01,-2.29564787480E+00
-5.0909416E-03,2.089891502218E+01,-2.28526039175E+00
-5.0907584E-03,2.088045975244E+01,-2.31689149407E+00
-5.0905752E-03,2.089069805624E+01,-2.28365039113E+00
-5.0903920E-03,2.089888591835E+01,-2.29692823379E+00
-5.0902088E-03,2.089393605063E+01,-2.28200871390E+00
-5.0900256E-03,2.089070331821E+01,-2.28800758380E+00
-5.0898424E-03,2.090469164358E+01,-2.27547006109E+00
-5.0896592E-03,2.088292057676E+01,-2.26917224829E+00
-5.0894760E-03,2.089602161249E+01,-2.28904139842E+00
-5.0892928E-03,2.091246736752E+01,-2.28707648241E+00
-5.0891096E-03,2.087897756653E+01,-2.27570681493E+00
-5.0889264E-03,2.087397109767E+01,-2.30670444327E+00
-5.0887432E-03,2.089886577850E+01,-2.33369654636E+00
-5.0885600E-03,2.089857534090E+01,-2.29810603089E+00
-5.0883768E-03,2.088765756277E+01,-2.27290623481E+00
-5.0881936E-03,2.089873439217E+01,-2.25176409478E+00
-5.0880104E-03,2.088268446786E+01,-2.29028852084E+00
-5.0878272E-03,2.087861813189E+01,-2.28842749386E+00
-5.0876440E-03,2.090680113578E+01,-2.34172376697E+00
-5.0874608E-03,2.091050100563E+01,-2.30950439475E+00
-5.0872776E-03,2.091597718237E+01,-2.27701417063E+00
-5.0870944E-03,2.088381315166E+01,-2.27032799632E+00
-5.0869112E-03,2.089010013318E+01,-2.26851736554E+00
-5.0867280E-03,2.091229755482E+01,-2.31414110060E+00
-5.0865448E-03,2.088678911844E+01,-2.28100195420E+00
-5.0863616E-03,2.089806927884E+01,-2.22779153739E+00
-5.0861784E-03,2.088230864661E+01,-2.27963187392E+00
-5.0859952E-03,2.088246766062E+01,-2.30650607157E+00
-5.0858120E-03,2.087956014140E+01,-2.29619982312E+00
-5.0856288E-03,2.087680147080E+01,-2.27881139037E+00
-5.0854456E-03,2.089800382083E+01,-2.25294198501E+00
-5.0852624E-03,2.088526961444E+01,-2.25512945219E+00
-5.0850792E-03,2.088233621841E+01,-2.24662902658E+00
-5.0848960E-03,2.087722509218E+01,-2.27483444507E+00
-5.0847128E-03,2.086952751087E+01,-2.25511049977E+00
-5.0845296E-03,2.087520699067E+01,-2.24616366797E+00
-5.0843464E-03,2.091068212925E+01,-2.28491817727E+00
-5.0841632E-03,2.087623489605E+01,-2.28433953491E+00
-5.0839800E-03,2.089511775462E+01,-2.24386209049E+00
-5.0837968E-03,2.087696013091E+01,-2.30804475616E+00
-5.0836136E-03,2.088721040687E+01,-2.36550350566E+00
-5.0834304E-03,2.090043281255E+01,-2.27357781152E+00
-5.0832472E-03,2.088340312293E+01,-2.26526262597E+00
-5.0830640E-03,2.091448530605E+01,-2.28626984064E+00
-5.0828808E-03,2.086141710686E+01,-2.28000477548E+00
-5.0826976E-03,2.087523020854E+01,-2.26808081972E+00
-5.0825144E-03,2.088846133141E+01,-2.27909485004E+00
-5.0823312E-03,2.088749959184E+01,-2.26786627793E+00
-5.0821480E-03,2.086009474522E+01,-2.26966494122E+00
-5.0819648E-03,2.089289534422E+01,-2.24012480942E+00
-5.0817816E-03,2.086237965668E+01,-2.28182705943E+00
-5.0815984E-03,2.088881173687E+01,-2.21685037143E+00
-5.0814152E-03,2.087011786228E+01,-2.24306041966E+00
-5.0812320E-03,2.088742313026E+01,-2.27128437147E+00
-5.0810488E-03,2.086619725501E+01,-2.28549959031E+00
-5.0808656E-03,2.090456132362E+01,-2.31972798831E+00
-5.0806824E-03,2.089857690552E+01,-2.31022842820E+00
-5.0804992E-03,2.087660650773E+01,-2.27107804860E+00
-5.0803160E-03,2.087943606595E+01,-2.23779233531E+00
-5.0801328E-03,2.086593519015E+01,-2.25476694652E+00
-5.0799496E-03,2.088613545572E+01,-2.25286721145E+00
-5.0797664E-03,2.089253649632E+01,-2.28176298444E+00
-5.0795832E-03,2.088513619317E+01,-2.29315417712E+00
-5.0794000E-03,2.087619393649E+01,-2.25386409913E+00
-5.0792168E-03,2.087049511777E+01,-2.30553412004E+00
-5.0790336E-03,2.088407525377E+01,-2.26708466546E+00
-5.0788504E-03,2.087318279831E+01,-2.34114867528E+00
-5.0786672E-03,2.089647568347E+01,-2.28685972872E+00
-5.0784840E-03,2.086399710787E+01,-2.31127765621E+00
-5.0783008E-03,2.089257100182E+01,-2.24908603015E+00
-5.0781176E-03,2.089092409754E+01,-2.30380823961E+00
-5.0779344E-03,2.086938240150E+01,-2.23962580678E+00
-5.0777512E-03,2.088271726904E+01,-2.25056756646E+00
-5.0775680E-03,2.087274205456E+01,-2.30323047037E+00
-5.0773848E-03,2.087796660656E+01,-2.31957635735E+00
-5.0772016E-03,2.089299858598E+01,-2.28012765185E+00
-5.0770184E-03,2.087453590291E+01,-2.27393499701E+00
-5.0768352E-03,2.088136903526E+01,-2.26761312117E+00
-5.0766520E-03,2.088930877442E+01,-2.25218869639E+00
-5.0764688E-03,2.090662608439E+01,-2.26448388896E+00
-5.0762856E-03,2.088157387501E+01,-2.25061644926E+00
-5.0761024E-03,2.088295063520E+01,-2.30847337409E+00
-5.0759192E-03,2.087528891912E+01,-2.30111627500E+00
-5.0757360E-03,2.089892698502E+01,-2.26753976787E+00
-5.0755528E-03,2.088740245024E+01,-2.26738402746E+00
-5.0753696E-03,2.089293591728E+01,-2.27420590711E+00
-5.0751864E-03,2.090185440196E+01,-2.25370537848E+00
-5.0750032E-03,2.088312340019E+01,-2.31395048215E+00
-5.0748200E-03,2.087949480912E+01,-2.27904542009E+00
-5.0746368E-03,2.088458999576E+01,-2.27718778080E+00
-5.0744536E-03,2.088750443472E+01,-2.31476673982E+00
-5.0742704E-03,2.088269000458E+01,-2.25625927453E+00
-5.0740872E-03,2.088495123716E+01,-2.27054152531E+00
-5.0739040E-03,2.088518573953E+01,-2.25607880750E+00
-5.0737208E-03,2.087619354533E+01,-2.26713326885E+00
-5.0735376E-03,2.088768384004E+01,-2.24430902055E+00
-5.0733544E-03,2.089668933818E+01,-2.28050949411E+00
-5.0731712E-03,2.087832042998E+01,-2.27846777891E+00
-5.0729880E-03,2.086103335539E+01,-2.30164426505E+00
-5.0728048E-03,2.088364671500E+01,-2.28647522056E+00
-5.0726216E-03,2.087329220543E+01,-2.31974183009E+00
-5.0724384E-03,2.087880540689E+01,-2.25389066511E+00
-5.0722552E-03,2.088028516205E+01,-2.25203634365E+00
-5.0720720E-03,2.089366868189E+01,-2.23648390858E+00
-5.0718888E-03,2.089320900435E+01,-2.30216797101E+00
-5.0717056E-03,2.089360711215E+01,-2.24545589774E+00
-5.0715224E-03,2.088233636277E+01,-2.27862582435E+00
-5.0713392E-03,2.089633921212E+01,-2.26223824904E+00
-5.0711560E-03,2.087663406556E+01,-2.26143919756E+00
-5.0709728E-03,2.090738382706E+01,-2.27662923173E+00
-5.0707896E-03,2.087566665424E+01,-2.31612205864E+00
-5.0706064E-03,2.089405277794E+01,-2.27624805304E+00
-5.0704232E-03,2.089944108440E+01,-2.29564306685E+00
-5.0702400E-03,2.091467632497E+01,-2.24872756409E+00
-5.0700568E-03,2.087033914452E+01,-2.27509913859E+00
-5.0698736E-03,2.090627498044E+01,-2.32009278736E+00
-5.0696904E-03,2.087434845561E+01,-2.22845770079E+00
-5.0695072E-03,2.089342763232E+01,-2.29699672093E+00
-5.0693240E-03,2.088742130021E+01,-2.28239002065E+00
-5.0691408E-03,2.089205146352E+01,-2.27185840379E+00
-5.0689576E-03,2.088083748290E+01,-2.21019339408E+00
-5.0687744E-03,2.089945528707E+01,-2.29585736417E+00
-5.0685912E-03,2.088984611960E+01,-2.23166382532E+00
-5.0684080E-03,2.091227838820E+01,-2.31662170156E+00
-5.0682248E-03,2.087941632656E+01,-2.27372603151E+00
-5.0680416E-03,2.090988962961E+01,-2.29874655963E+00
-5.0678584E-03,2.089261760520E+01,-2.28870118628E+00
-5.0676752E-03,2.089523552502E+01,-2.25855101491E+00
-5.0674920E-03,2.087647528438E+01,-2.30091246669E+00
-5.0673088E-03,2.089674427224E+01,-2.30590551984E+00
-5.0671256E-03,2.088523635691E+01,-2.28442109548E+00
-5.0669424E-03,2.088205114989E+01,-2.27983340048E+00
-5.0667592E-03,2.088082966445E+01,-2.30221262793E+00
-5.0665760E-03,2.089082440877E+01,-2.30946419653E+00
-5.0663928E-03,2.086863937838E+01,-2.22516184333E+00
-5.0662096E-03,2.087745589254E+01,-2.31100034327E+00
-5.0660264E-03,2.090095054874E+01,-2.25007391893E+00
-5.0658432E-03,2.089883583182E+01,-2.22971043442E+00
-5.0656600E-03,2.088406155402E+01,-2.28003514823E+00
-5.0654768E-03,2.088748898873E+01,-2.26990381381E+00
-5.0652936E-03,2.088332031438E+01,-2.25537108383E+00
-5.0651104E-03,2.089745231489E+01,-2.25773557215E+00
-5.0649272E-03,2.088473852774E+01,-2.28716595923E+00
-5.0647440E-03,2.088395855905E+01,-2.29874754916E+00
-5.0645608E-03,2.088483228864E+01,-2.26350811901E+00
-5.0643776E-03,2.091944216335E+01,-2.27466188264E+00
-5.0641944E-03,2.088929430632E+01,-2.28503895816E+00
-5.0640112E-03,2.090215176860E+01,-2.25129603534E+00
-5.0638280E-03,2.088455808865E+01,-2.28120285212E+00
-5.0636448E-03,2.088965153372E+01,-2.26908151419E+00
-5.0634616E-03,2.087667297157E+01,-2.27374435528E+00
-5.0632784E-03,2.087637463169E+01,-2.27909856369E+00
-5.0630952E-03,2.088963239504E+01,-2.28802569802E+00
-5.0629120E-03,2.086624429611E+01,-2.27217528629E+00
-5.0627288E-03,2.087296650795E+01,-2.27780205789E+00
-5.0625456E-03,2.089926123669E+01,-2.27119887606E+00
-5.0623624E-03,2.087589181544E+01,-2.29191725268E+00
-5.0621792E-03,2.089329321453E+01,-2.27036764738E+00
-5.0619960E-03,2.087397303483E+01,-2.26462967587E+00
-5.0618128E-03,2.090376456318E+01,-2.26181266955E+00
-5.0616296E-03,2.088519825185E+01,-2.27374201533E+00
-5.0614464E-03,2.087804952687E+01,-2.28565566833E+00
-5.0612632E-03,2.087394635243E+01,-2.27363346969E+00
-5.0610800E-03,2.086447243629E+01,-2.25847783624E+00
-5.0608968E-03,2.086826412058E+01,-2.22926458702E+00
-5.0607136E-03,2.088618863890E+01,-2.20717732920E+00
-5.0605304E-03,2.087831572214E+01,-2.28996806438E+00
-5.0603472E-03,2.089217749475E+01,-2.24916419140E+00
-5.0601640E-03,2.087288960865E+01,-2.27809025566E+00
-5.0599808E-03,2.086339642344E+01,-2.25652237316E+00
-5.0597976E-03,2.089212743616E+01,-2.26270124442E+00
-5.0596144E-03,2.088486874992E+01,-2.25420909594E+00
-5.0594312E-03,2.089125663558E+01,-2.28943619770E+00
-5.0592480E-03,2.087040164093E+01,-2.28591194502E+00
-5.0590648E-03,2.089134867819E+01,-2.27387008383E+00
-5.0588816E-03,2.088346813856E+01,-2.29791498170E+00
-5.0586984E-03,2.088844615085E+01,-2.27065851106E+00
-5.0585152E-03,2.088235228838E+01,-2.22774527394E+00
-5.0583320E-03,2.085939844189E+01,-2.27651303760E+00
-5.0581488E-03,2.090563849596E+01,-2.23132769936E+00
-5.0579656E-03,2.091522360271E+01,-2.26520213657E+00
-5.0577824E-03,2.087819247091E+01,-2.25829536687E+00
-5.0575992E-03,2.089328292342E+01,-2.28480945700E+00
